WBAN,State,Name,Location,Latitude,Longitude,StateID,relLatitude,relLongitude
93760,"VA","STAUNTON/WAYNESBRO/HARRISONBG","SHENANDOAH VALLEY RGNL ART",38.26361,-78.89639,2,-2.339893,-0.0506050000000045
93757,"VA","HOT SPRINGS","INGALLS FIELD AIRPORT",37.95,-79.81667,2,-2.026283,0.869675000000001
3714,"VA","LEESBURG","LESSBURG EXECUTIVE AIRPORT",39.07778,-77.5575,2,-3.15406299999999,-1.389495
13737,"VA","NORFOLK","NORFOLK INTERNATIONAL AIRPORT",36.9033,-76.1922,2,-0.979582999999998,-2.754795
93741,"VA","NEWPORT NEWS","NWPT NEWS/WIMBURG INTL APT",37.13194,-76.49306,2,-1.208223,-2.453935
13728,"VA","DANVILLE","DANVILLE REGIONAL AIRPORT",36.5729,-79.3351,2,-0.649182999999994,0.388104999999996
13868,"VA","DUBLIN","NEW RIVER VALLEY AIRPORT",37.13333,-80.68333,2,-1.209613,1.736335
3739,"VA","CAPE CHARLES","CAPE CHARLES 5 ENE",37.2907,-75.927,2,-1.366983,-3.01999499999999
93775,"VA","RICHMOND/ASHLAND","HANOVER CO MUNICIPAL ARPT",37.70806,-77.43444,2,-1.784343,-1.51255500000001
416,"VA","LURAY","LURAY CAVERNS AIRPORT",38.66722,-78.50111,2,-2.743503,-0.445885000000004
93735,"VA","FORT EUSTIS","FELKER ARMY AIRFIELD",37.13333,-76.6,2,-1.209613,-2.34699500000001
13773,"VA","QUANTICO","QUANTICO MCAF",38.50362,-77.30503,2,-2.57990299999999,-1.641965
13740,"VA","RICHMOND","RICHMOND INTERNATIONAL AIRPORT",37.505,-77.3202,2,-1.581283,-1.626795
13769,"VA","OCEANA","OCEANA NAS",36.81667,-76.03333,2,-0.892952999999999,-2.91366499999999
274,"VA","PENNINGTON GAP","LEE COUNTY AIRPORT",36.654,-83.218,2,-0.730283,4.271005
3759,"VA","CHARLOTTESVILLE","CHARLOTTESVILLE 2 SSE",37.9975,-78.4656,2,-2.073783,-0.481395000000006
3809,"TN","DYERSBURG","DYERSBURG MUNICIPAL ARPT",36.0002,-89.4094,3,-0.0764829999999961,10.462405
210,"TN","ELIZABETHTON","ELIZABETHTON MUNICIPAL AIRPORT",36.367,-82.167,3,-0.443282999999994,3.220005
93839,"TN","MILLINGTON","MILLINGTON MUNICIPAL AIRPORT",35.35,-89.86667,3,0.573717000000002,10.919675
3847,"TN","CROSSVILLE","CROSSVILLE MEMORIAL -WHITSON FIELD APT",35.9509,-85.0813,3,-0.0271829999999937,6.134305
3894,"TN","CLARKSVILLE","OUTLAW FIELD AIRPORT",36.62389,-87.41944,3,-0.700172999999999,8.47244499999999
13897,"TN","NASHVILLE","NASHVILLE INTERNATIONAL AIRPORT",36.11889,-86.68917,3,-0.195172999999997,7.742175
13877,"TN","BRISTOL/JHNSN CTY/KNGSPRT","TRI-CITIES REGIONAL TN/VA AIRPORT",36.4731,-82.4044,3,-0.549382999999999,3.45740499999999
13882,"TN","CHATTANOOGA","LOVELL FIELD AIRPORT",35.0311,-85.2014,3,0.892617000000001,6.25440500000001
3811,"TN","JACKSON","MCKELLAR-SIPES RGNL ARPT",35.593,-88.9167,3,0.330717,9.969705
491,"TN","JASPER","JASPER MARION COUNTY BROWN FIELD ARPT JASPER NDB",35.06066,-85.5853,3,0.863057000000005,6.638305
13893,"TN","MEMPHIS","MEMPHIS INTERNATIONAL AIRPORT",35.0564,-89.9865,3,0.867317000000007,11.039505
463,"TN","MT PLEASANT","MAURY COUNTY AIRPORT",35.55438,-87.17913,3,0.369337000000002,8.232135
3841,"TN","OAK RIDGE","ATDL",35.998,-84.2192,3,-0.0742829999999941,5.272205
63855,"TN","CROSSVILLE","CROSSVILLE 7 NW",36.0138,-85.1345,3,-0.0900829999999999,6.187505
13891,"TN","KNOXVILLE","MC GHEE TYSON AIRPORT",35.8181,-83.9858,3,0.105617000000002,5.038805
350,"GA","FITZGERALD","FITZGERALD MUNICIPAL AIRPORT",31.684,-83.27,4,4.239717,4.32300499999999
63813,"GA","ATLANTA","COBB CO-MC COLLUM FLD ARPT",34.01306,-84.59861,4,1.910657,5.65161499999999
337,"GA","EASTMAN","HEART OF GEORGIA REGIONAL AIRPORT",32.214,-83.128,4,3.709717,4.181005
394,"GA","JEFFERSON","JACKSON COUNTY AIRPORT",34.147,-83.561,4,1.77671700000001,4.61400500000001
273,"GA","OXFORD","COVINGTON MUNICIPAL AIRPORT",33.632,-83.85,4,2.29171700000001,4.90300499999999
252,"GA","DALLAS","PAULDING NORTHWEST ATLANTA AIRPORT",33.912,-84.941,4,2.011717,5.994005
13873,"GA","ATHENS","ATHENS/BEN EPPS AIRPORT",33.948,-83.3275,4,1.975717,4.380505
248,"GA","JESUP","JESUP WAYNE COUNTY AIRPORT",31.554,-81.883,4,4.36971700000001,2.93600499999999
439,"GA","CORDELE","CRISP COUNTY CORDELE AIRPORT",31.98883,-83.77391,4,3.934887,4.826915
3820,"GA","AUGUSTA","AUGUSTA REGIONAL AT BUSH FIELD AP",33.3644,-81.9633,4,2.559317,3.016305
13864,"GA","MARIETTA","DOBBINS AIR RESERVE BASE AIRPORT",33.91667,-84.51667,4,2.007047,5.569675
249,"GA","MT ZION","WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD",33.633,-85.15,4,2.290717,6.203005
63829,"GA","NEWTON","NEWTON 11 SW",31.1923,-84.4465,4,4.731417,5.499505
13829,"GA","FORT BENNING (COLUMBUS)","LAWSON AAF AIRPORT",32.35,-85,4,3.573717,6.053005
13869,"GA","ALBANY","SW GEORGIA REGIONAL ARPT",31.53556,-84.19444,4,4.388157,5.247445
13870,"GA","ALMA","BACON COUNTY AIRPORT",31.5358,-82.5067,4,4.38791700000001,3.55970499999999
328,"GA","AMERICUS","JIMMY CARTER REGIONAL AIRPORT",32.11,-84.189,4,3.813717,5.24200499999999
3888,"GA","ATLANTA","FULTON CO-BROWN FLD ARPT",33.77917,-84.52139,4,2.144547,5.574395
355,"GA","BALL GROUND","CHEROKEE COUNTY AIRPORT",34.317,-84.417,4,1.606717,5.470005
53838,"GA","GAINESVILLE","LEE GILMER MEMORIAL ARPT",34.27194,-83.83028,4,1.651777,4.883285
13874,"GA","ATLANTA","HARTSFIELD-JACKSON ATLANTA INTL AP",33.6301,-84.4418,4,2.293617,5.494805
53885,"GA","DALTON","DALTON MUNICIPAL AIRPORT",34.72167,-84.86889,4,1.202047,5.92189499999999
63881,"GA","DUBLIN","W H `BUD` BARRON AIRPORT",32.56444,-82.98528,4,3.35927700000001,4.038285
53819,"GA","ATLANTA","PCHTRE CTY-FALCON FLD ARPT",33.35528,-84.56694,4,2.568437,5.619945
63856,"GA","BRUNSWICK","BRUNSWICK 23 S",30.8078,-81.4596,4,5.115917,2.51260499999999
13837,"GA","AUGUSTA","DANIEL FIELD AIRPORT",33.46694,-82.03861,4,2.456777,3.091615
63835,"GA","BLAKELY","EARLY COUNTY AIRPORT",31.39694,-84.89528,4,4.526777,5.948285
63877,"GA","GREENSBORO","GREENE COUNTY REGIONAL AIRPORT",33.59778,-83.13889,4,2.325937,4.191895
63848,"GA","CANTON","CHEROKEE COUNTY AIRPORT",34.31056,-84.42389,4,1.613157,5.476895
53884,"GA","NEWNAN","NEWNAN COWETA COUNTY ARPT",33.31194,-84.77028,4,2.611777,5.823285
63834,"GA","ELBERTON","ELBERT CO-PATZ FLD AIRPORT",34.095,-82.81583,4,1.828717,3.868835
63803,"GA","LAWRENCEVILLE","GWINNETT CO-BRISCOE FD APT",33.97972,-83.96333,4,1.943997,5.016335
53863,"GA","ATLANTA","DEKALB-PEACHTREE AIRPORT",33.875,-84.30222,4,2.048717,5.355225
53846,"GA","KINGS BAY","KINGS BAY/NAVAL STATION",30.8,-81.5,4,5.123717,2.553005
53817,"GA","MOULTRIE","MOULTRIE MUNICIPAL AIRPORT",31.08333,-83.8,4,4.840387,4.853005
352,"GA","HAZLEHURST","HAZLEHURST AIRPORT",31.885,-82.647,4,4.038717,3.700005
339,"GA","GRIFFIN","GRIFFIN SPALDING COUNTY AIRPORT",33.227,-84.275,4,2.69671700000001,5.328005
93842,"GA","COLUMBUS","COLUMBUS METRO AIRPORT",32.5161,-84.9422,4,3.407617,5.995205
53882,"GA","BAINBRIDGE","DCATR CO INDUS AIRPK ARPT",30.98333,-84.63333,4,4.940387,5.686335
3813,"GA","MACON","MIDDLE GEORGIA REGIONAL AIRPORT",32.6847,-83.6527,4,3.239017,4.70570499999999
53873,"GA","CARTERSVILLE","CARTERSVILLE AIRPORT",34.12306,-84.84861,4,1.800657,5.90161499999999
3821,"GA","LAGRANGE","LAGRANGE-CALLAWAY AIRPORT",33.01667,-85.06667,4,2.90704700000001,6.119675
53883,"GA","BRUNSWICK","BRUNSWICK GOLDEN ISLES APT",31.25889,-81.46611,4,4.664827,2.519115
63828,"GA","NEWTON","NEWTON 8 W",31.3127,-84.4706,4,4.611017,5.523605
13878,"GA","BRUNSWICK","MALCOLM MC KINNON AIRPORT",31.1522,-81.3908,4,4.771517,2.443805
63842,"GA","DOUGLAS","DOUGLAS MUNICIPAL AIRPORT",31.47667,-82.86056,4,4.447047,3.91356500000001
366,"GA","CLAXTON","CLAXTON EVANS COUNTY AIRPORT",32.2,-81.87,4,3.723717,2.923005
3875,"GA","FORT STEWART (HINESVILLE)","WRIGHT AAF AIRPORT",31.88333,-81.56667,4,4.040387,2.619675
128,"GA","HOMERVILLE","HOMERVILLE AIRPORT",31.056,-82.767,4,4.867717,3.82000499999999
335,"GA","BUTLER","BUTLER MUNICIPAL AIRPORT",32.567,-84.251,4,3.356717,5.304005
63886,"GA","MILLEDGEVILLE","BALDWIN COUNTY AIRPORT",33.15417,-83.24056,4,2.769547,4.293565
204,"SC","CONWAY","CONWAY HORRY COUNTY AIRPORT",33.828,-79.122,5,2.095717,0.175004999999999
198,"SC","CHARLESTON","CHARLESTON EXECUTIVE AIRPORT",32.701,-80.003,5,3.222717,1.056005
13880,"SC","CHARLESTON","CHARLESTON AFB/INTERNATIONAL AIRPORT",32.8986,-80.0402,5,3.025117,1.093205
13883,"SC","COLUMBIA","COLUMBIA METROPOLITAN AIRPORT",33.9419,-81.1181,5,1.98181700000001,2.171105
3742,"SC","DARLINGTON","DARLINGTON COUNTY JETPORT AIRPORT",34.46583,-79.89028,5,1.45788700000001,0.943285000000003
13782,"SC","CHARLESTON C.O.","CUSTOM HOUSE (CITY OFC)",32.775,-79.9239,5,3.148717,0.976905000000002
93831,"SC","BEAUFORT","BEAUFORT MCAS",32.48333,-80.71667,5,3.440387,1.76967499999999
13886,"SC","GREENVILLE","GREENVILLE DOWNTOWN ARPT",34.84611,-82.34611,5,1.077607,3.39911499999999
203,"SC","BEAUFORT","BEAUFORT COUNTY AIRPORT",32.4121,-80.6343,5,3.511617,1.68730499999999
63826,"SC","BLACKVILLE","BLACKVILLE 3 W",33.355,-81.3279,5,2.56871700000001,2.380905
197,"SC","CHERAW","CHERAW MUNICIPAL LYNCH BELLINGER FIELD",34.717,-79.95,5,1.206717,1.003005
217,"SC","BENNETTSVILLE","MARLBORO COUNTY JETPORT H E AVENT FIELD",34.617,-79.733,5,1.30671700000001,0.786005000000003
13744,"SC","FLORENCE","FLORENCE REGIONAL AIRPORT",34.1852,-79.7238,5,1.738517,0.776804999999996
195,"SC","CAMDEN","WOODWARD FIELD AIRPORT",34.283,-80.567,5,1.640717,1.62000499999999
391,"SC","GEORGETOWN","GEORGETOWN COUNTY AIRPORT",33.317,-79.317,5,2.606717,0.370004999999992
53850,"SC","CLEMSON","OCCONEE COUNTY RGNL ARPT",34.67194,-82.88639,5,1.251777,3.939395
194,"SC","BARNWELL","BARNWELL REGIONAL AIRPORT",33.25,-81.383,5,2.673717,2.43600499999999
53867,"SC","COLUMBIA","COLUMBIA OWENS DOWNTOWN AP",33.97056,-80.99583,5,1.953157,2.048835
192,"SC","CHESTER","CHESTER CATAWBA REGIONAL AIRPORT",34.783,-81.2,5,1.140717,2.253005
3858,"SC","EASTOVER","MCENTIRE AIR NATIONAL GUARD STATION",33.96667,-80.8,5,1.957047,1.853005
93846,"SC","ANDERSON","ANDERSON REGIONAL AIRPORT",34.4977,-82.7097,5,1.426017,3.762705
193,"SC","AIKEN","AIKEN MUNICIPAL AIRPORT",33.65,-81.683,5,2.273717,2.73600500000001
